Name,Survived,Boarded,MWC,Age,Adut_or_Chld,Sex,Paid,Class_Dept,Class
"STRANDBERG, Miss Ida Sofia",Died,Southampton,Woman,22,Adult,Female,9.8375,3rd Class Passenger,3
"STRANDN, Mr Juho Niilosson",Survived,Southampton,Man,31,Adult,Male,7.925,3rd Class Passenger,3
"STRAUS, Mr Isidor",Died,Southampton,Man,67,Adult,Male,221.779167,1st Class Passenger,1
"STRAUS, Mrs Rosalie Ida",Died,Southampton,Woman,63,Adult,Female,221.779167,1st Class Passenger,1
"STREET, Mr Thomas Albert",Survived,Southampton,Man,25,Adult,Male,,Engineering Crew,E
"STRILIC, Mr Ivan",Died,Southampton,Man,27,Adult,Male,8.6625,3rd Class Passenger,3
"STRM, Miss Telma Matilda",Died,Southampton,Child,2,Child,Female,10.4625,3rd Class Passenger,3
"STRM, Mrs Elna Matilda",Died,Southampton,Woman,29,Adult,Female,10.4625,3rd Class Passenger,3
"STROUD, Mr Edward Alfred Orlando",Died,Southampton,Man,19,Adult,Male,,Victualling Crew,V
"STROUD, Mr Harry John",Died,Southampton,Man,35,Adult,Male,,Victualling Crew,V
"STRUGNELL, Mr John Herbert",Died,Belfast,Man,34,Adult,Male,,Victualling Crew,V
"STUBBINGS, Mr Harry Robert",Died,Belfast,Man,31,Adult,Male,,Victualling Crew,V
"STUBBS, Mr James Henry",Died,Southampton,Man,28,Adult,Male,,Engineering Crew,E
"SULLIVAN, Mr S.",Died,Southampton,Man,25,Adult,Male,,Engineering Crew,E
"SUNDERLAND, Mr Victor Francis",Survived,Southampton,Man,20,Adult,Male,8.05,3rd Class Passenger,3
"SUNDMAN, Mr Johan Julian",Survived,Southampton,Man,44,Adult,Male,7.925,3rd Class Passenger,3
"SUTEHALL, Mr Henry Jr",Died,Southampton,Man,25,Adult,Male,7.05,3rd Class Passenger,3
"SUTTON, Mr Frederick",Died,Southampton,Man,61,Adult,Male,32.3208333,1st Class Passenger,1
"SVENSSON, Mr Johan",Died,Southampton,Man,74,Adult,Male,7.775,3rd Class Passenger,3
"SVENSSON, Mr Johan Cervin",Survived,Southampton,Child,14,Child,Male,9.225,3rd Class Passenger,3
"SVENSSON, Mr Olof",Died,Southampton,Man,24,Adult,Male,7.79583333,3rd Class Passenger,3
"SWAN, Mr William",Died,Belfast,Man,46,Adult,Male,,Victualling Crew,V
"SWANE, Mr George",Died,Southampton,Man,19,Adult,Male,13,2nd Class PassengerServant,2
"SWEET, Mr George Frederick",Died,Southampton,Child,14,Child,Male,65,2nd Class Passenger,2
"SWIFT, Mrs Margaret Welles",Survived,Southampton,Woman,46,Adult,Female,25.9291667,1st Class Passenger,1
"SYMONDS, Mr John Crane",Died,Belfast,Man,44,Adult,Male,,Victualling Crew,V
"SYMONS, Mr George Thomas Macdonald",Survived,Southampton,Man,24,Adult,Male,,Deck Crew,D
"TALBOT, Mr George Frederick Charles",Died,Southampton,Man,20,Adult,Male,,Victualling Crew,V
"TAMLYN, Mr Frederick",Died,Southampton,Man,23,Adult,Male,,Deck Crew,D
"TANNuS, Master As'ad",Survived,Cherbourg,Child,0.41,Child,Male,8.51,,3
"TANNuS, Mr Bashir",Died,Cherbourg,Man,31,Adult,Male,6.4375,,3
"TANNuS, Mrs Thamin",Survived,Cherbourg,Woman,16,Adult,Female,8.51,,3
"TAUSSIG, Miss Ruth",Survived,Southampton,Woman,18,Adult,Female,79.65,1st Class Passenger,1
"TAUSSIG, Mr Emil",Died,Southampton,Man,52,Adult,Male,79.65,1st Class Passenger,1
"TAUSSIG, Mrs Tillie",Survived,Southampton,Woman,39,Adult,Female,79.65,1st Class Passenger,1
"TAYLOR, Mr Bernard Cuthbert",Died,Southampton,Man,22,Adult,Male,,Victualling Crew,V
"TAYLOR, Mr C.",Died,Southampton,Man,35,Adult,Male,,Deck Crew,D
"TAYLOR, Mr Elmer Zebley",Survived,Southampton,Man,48,Adult,Male,52,1st Class Passenger,1
"TAYLOR, Mr George",Survived,Southampton,Man,24,Adult,Male,,Engineering Crew,E
"TAYLOR, Mr J.",Died,Southampton,Man,42,Adult,Male,,Engineering Crew,E
"TAYLOR, Mr John Henry",Died,Southampton,Man,49,Adult,Male,,Engineering Crew,E
"TAYLOR, Mr Leonard",Died,Southampton,Man,23,Adult,Male,,Victualling Crew,V
"TAYLOR, Mr Percy Cornelius",Died,Southampton,Man,32,Adult,Male,0,2nd Class PassengerMusician,2
"TAYLOR, Mr William Henry",Survived,Southampton,Man,27,Adult,Male,,Engineering Crew,E
"TAYLOR, Mr William John",Died,Southampton,Man,30,Adult,Male,,Victualling Crew,V
"TAYLOR, Mrs Juliet Cummins",Survived,Southampton,Woman,49,Adult,Female,52,1st Class Passenger,1
"TENGLIN, Mr Gunnar Isidor",Survived,Southampton,Man,25,Adult,Male,7.79583333,3rd Class Passenger,3
"TERRELL, Mr Bertram",Died,Southampton,Man,18,Adult,Male,,Deck Crew,D
"TERRELL, Mr Frank",Survived,Southampton,Man,27,Adult,Male,,Victualling Crew,V
"TESTONI, Sig. Ercole",Died,Southampton,Man,23,Adult,Male,,Restaurant Staff,R
"TEUTON, Mr Thomas Moore",Died,Southampton,Man,32,Adult,Male,,Victualling Crew,V
"THALER, Mr Montague Donald",Died,Southampton,Man,17,Adult,Male,,Victualling Crew,V
"THAYER, Mr John Borland",Died,Cherbourg,Man,49,Adult,Male,110.883333,1st Class Passenger,1
"THAYER, Mr John Borland jr",Survived,Cherbourg,Man,17,Adult,Male,110.883333,1st Class Passenger,1
"THAYER, Mrs Marian Longstreth",Survived,Cherbourg,Woman,39,Adult,Female,110.883333,1st Class Passenger,1
"THEISSINGER, Mr Alfred",Survived,Southampton,Man,46,Adult,Male,,Victualling Crew,V
"THEOBALD, Mr Thomas Leonard",Died,Southampton,Man,34,Adult,Male,8.05,3rd Class Passenger,3
"THOMAS, Mr Albert Charles",Survived,Southampton,Man,23,Adult,Male,,Victualling Crew,V
"THOMAS, Mr Benjamin James",Survived,Belfast,Man,30,Adult,Male,,Victualling Crew,V
"THOMAS, Mr Joseph Wakefield",Died,Southampton,Man,25,Adult,Male,,Engineering Crew,E
"THOMAS/TANNOUS, Mr John",Died,Cherbourg,Man,34,Adult,Male,6.4375,3rd Class Passenger,3
"THOMAS/TANNOUS, Mr Tannous",Died,Cherbourg,Man,16,Adult,Male,7.225,3rd Class Passenger,3
"THOMPSON, Mr Alexander Morrison",Died,Southampton,Man,36,Adult,Male,8.05,3rd Class Passenger,3
"THOMPSON, Mr Herbert Henry",Died,Belfast,Man,25,Adult,Male,,Victualling Crew,V
"THOMPSON, Mr John William",Survived,Southampton,Man,35,Adult,Male,,Engineering Crew,E
"THORLEY, Mr William",Died,Southampton,Man,39,Adult,Male,,Victualling Crew,V
"THORN, Mr Harry",Died,Southampton,Man,25,Adult,Male,,Victualling Crew,V
"THORNE, Miss Gertrude Maybelle",Survived,Cherbourg,Woman,38,Adult,Female,80,1st Class Passenger,1
"THORNEYCROFT, Mr Percival",Died,Southampton,Man,36,Adult,Male,16.1,3rd Class Passenger,3
"THORNEYCROFT, Mrs Florence Kate",Survived,Southampton,Woman,32,Adult,Female,16.1,3rd Class Passenger,3
"THRELFALL, Mr Thomas",Survived,Southampton,Man,44,Adult,Male,,Engineering Crew,E
"THRESHER, Mr George Terrill",Survived,Southampton,Man,25,Adult,Male,,Engineering Crew,E
"TIETZ, Sig. Carlo/Karl",Died,Southampton,Man,27,Adult,Male,,Restaurant Staff,R
"TIKKANEN, Mr Juho",Died,Southampton,Man,32,Adult,Male,7.925,3rd Class Passenger,3
"TIZARD, Mr Arthur Leopold",Died,Southampton,Man,31,Adult,Male,,Engineering Crew,E
"TOBIN, Mr Roger",Died,Queenstown,Man,20,Adult,Male,7.75,3rd Class Passenger,3
"TODOROFF, Mr Lalio",Died,Southampton,Man,23,Adult,Male,7.89583333,3rd Class Passenger,3
"TOMLIN, Mr Ernest Portage",Died,Southampton,Man,22,Adult,Male,8.05,3rd Class Passenger,3
"TOMS, Mr Fred",Survived,Belfast,Man,29,Adult,Male,,Victualling Crew,V
"TOOMEY, Miss Ellen Mary",Survived,Southampton,Woman,48,Adult,Female,10.5,2nd Class Passenger,2
"TOPP, Mr Thomas",Died,Southampton,Man,28,Adult,Male,,Victualling Crew,V
"ToRBER, Mr Ernst Wilhelm",Died,Southampton,Man,41,Adult,Male,8.05,3rd Class Passenger,3
"TORFA, Mr Assad",Died,Cherbourg,Man,20,Adult,Male,7.22916667,3rd Class Passenger,3
"ToRNQUIST, Mr William Henry",Survived,Southampton,Man,25,Adult,Male,0,3rd Class Passenger,3
"TOSHACK, Mr James Adamson",Died,Southampton,Man,30,Adult,Male,,Victualling Crew,V
"TOTEVSKI, Mr Hristo Danchev",Died,Southampton,Man,25,Adult,Male,7.89583333,3rd Class Passenger,3
"TU'MAH, Master Georges Youssef (George Thomas)",Survived,Cherbourg,Child,8,Child,Male,15.245,,3
"TU'MAH, Miss Maria Youssef (Mary Thomas)",Survived,Cherbourg,Child,9,Child,Female,15.245,,3
"TOUMA, Mrs Hanna Youssef",Survived,Cherbourg,Woman,27,Adult,Female,15.2458333,3rd Class Passenger,3
"TOZER, Mr James",Died,Southampton,Man,30,Adult,Male,,Engineering Crew,E
"TRIGGS, Mr Robert",Survived,Southampton,Man,40,Adult,Male,,Engineering Crew,E
"TROUPIANSKY, Mr Moses Aaron",Died,Southampton,Man,23,Adult,Male,13,2nd Class Passenger,2
"TROUT, Mrs Jessie Laird",Survived,Southampton,Woman,28,Adult,Female,12.65,,2
"TROUTT, Miss Edwina Celia",Survived,Southampton,Woman,27,Adult,Female,10.5,2nd Class Passenger,2
"TUCKER, Mr Gilbert Milligan jr",Survived,Cherbourg,Man,31,Adult,Male,28.5375,1st Class Passenger,1
"TURCIN, Mr Stjepan",Died,Southampton,Man,36,Adult,Male,7.89583333,3rd Class Passenger,3
"TURJA, Miss Anna Sofia",Survived,Southampton,Woman,18,Adult,Female,9.84166667,3rd Class Passenger,3
"TURKULA, Mrs Hedwig",Survived,Southampton,Woman,63,Adult,Female,9.5875,3rd Class Passenger,3
"TURLEY, Mr Richard",Died,Belfast,Man,36,Adult,Male,,Engineering Crew,E
"TURNER, Mr George Frederick",Died,Southampton,Man,32,Adult,Male,,Victualling Crew,V
"TURNER, Mr Leopold Olerenshaw",Died,Belfast,Man,28,Adult,Male,,Victualling Crew,V
"TURPIN, Mr William John",Died,Southampton,Man,29,Adult,Male,21,2nd Class Passenger,2
"TURPIN, Mrs Dorothy Ann",Died,Southampton,Woman,26,Adult,Female,21,2nd Class Passenger,2
"TURVEY, Mr Charles Thomas",Died,Southampton,Man,17,Adult,Male,,Restaurant Staff,R
"URBINI, Sig. Roberto",Died,Southampton,Man,20,Adult,Male,,Restaurant Staff,R
"URUCHURTU, Don. Manuel Ramirez",Died,Cherbourg,Man,39,Adult,Male,27.7208333,1st Class Passenger,1
"VALVASSORI, Sig. Ettore Luigi",Died,Southampton,Man,35,Adult,Male,,Restaurant Staff,R
"VAN BILLIARD, Master James William",Died,Southampton,Child,10,Child,Male,14.5,3rd Class Passenger,3
"VAN BILLIARD, Master Walter John",Died,Southampton,Child,9,Child,Male,14.5,3rd Class Passenger,3
"VAN BILLIARD, Mr Austin Blyler",Died,Southampton,Man,35,Adult,Male,14.5,3rd Class Passenger,3
"VAN DE VELDE, Mr Johannes Josef",Died,Southampton,Man,35,Adult,Male,9.5,3rd Class Passenger,3
"VAN DEN STEEN, Mr Leo Peter",Died,Southampton,Man,28,Adult,Male,9.5,3rd Class Passenger,3
"VAN DER BRUGGE, Mr Wessel Adrianus",Died,Southampton,Man,38,Adult,Male,,Engineering Crew,E
"VAN DER HOEF, Mr Wyckoff",Died,Belfast,Man,61,Adult,Male,33.5,1st Class Passenger,1
"VAN IMPE, Miss Catharina",Died,Southampton,Child,10,Child,Female,24.15,3rd Class Passenger,3
"VAN IMPE, Mr Jean Baptiste",Died,Southampton,Man,36,Adult,Male,24.15,3rd Class Passenger,3
"VAN IMPE, Mrs Rosalie Paula",Died,Southampton,Woman,30,Adult,Female,24.15,3rd Class Passenger,3
"VAN MELCKEBEKE, Mr Philemon",Died,Southampton,Man,23,Adult,Male,9.5,3rd Class Passenger,3
"VANDERCRUYSSEN, Mr Victor",Died,Southampton,Man,46,Adult,Male,9,3rd Class Passenger,3
"VANDERPLANCKE, Miss Augusta Maria",Died,Southampton,Woman,18,Adult,Female,18,3rd Class Passenger,3
"VANDERPLANCKE, Mr Julius",Died,Southampton,Man,31,Adult,Male,18,3rd Class Passenger,3
"VANDERPLANCKE, Mr Leo Edmondus",Died,Southampton,Man,15,Adult,Male,18,3rd Class Passenger,3
"VANDERPLANCKE, Mrs Emelie Maria",Died,Southampton,Woman,31,Adult,Female,18,3rd Class Passenger,3
"VANDEWALLE, Mr Nestor Cyriel",Died,Southampton,Man,28,Adult,Male,9.5,3rd Class Passenger,3
"VARTANIAN, Mr David",Survived,Cherbourg,Man,22,Adult,Male,7.225,3rd Class Passenger,3
"VEAL, Mr Arthur",Died,Southampton,Man,36,Adult,Male,,Engineering Crew,E
"VEAL, Mr James",Died,Southampton,Man,40,Adult,Male,13,2nd Class Passenger,2
"VEAL, Mr Thomas Henry Edom",Died,Southampton,Man,38,Adult,Male,,Victualling Crew,V
"VEAR, Mr Henry",Died,Southampton,Man,32,Adult,Male,,Engineering Crew,E
"VEAR, Mr William",Died,Southampton,Man,33,Adult,Male,,Engineering Crew,E
"VENDEL, Mr Olof Edvin",Died,Southampton,Man,20,Adult,Male,7.85416667,3rd Class Passenger,3
"VESTRM, Miss Hulda Amanda Adolfina",Died,Southampton,Child,14,Child,Female,7.85416667,3rd Class Passenger,3
"VICAT, Sig. Alphonse Jean Eugene",Died,Southampton,Man,21,Adult,Male,,Restaurant Staff,R
"VIGOTT, Mr Philip Francis",Survived,Southampton,Man,32,Adult,Male,,Deck Crew,D
"VILLVARLANGE, Mr Pierre Lon Gabriel",Died,Southampton,Man,19,Adult,Male,,Restaurant Staff,R
"VINE, Mr Herbert Thomas Gordon",Died,Southampton,Man,18,Adult,Male,,Restaurant Staff,R
"VIONI, Sig. Roberto",Died,Southampton,Man,25,Adult,Male,,Restaurant Staff,R
"VOEGELIN-DUBACH, Sig. Johannes",Died,Southampton,Man,35,Adult,Male,,Restaurant Staff,R
"VOVK, Mr Janko",Died,Southampton,Man,21,Adult,Male,7.89583333,3rd Class Passenger,3
"WAELENS, Mr Achille",Died,Southampton,Man,22,Adult,Male,9,3rd Class Passenger,3
"WAKE, Mr Percy",Died,Southampton,Man,37,Adult,Male,,Victualling Crew,V
"WALKER, Mr William Anderson",Died,Southampton,Man,48,Adult,Male,34,1st Class Passenger,1
"WALLCROFT, Miss Ellen 'Nellie'",Survived,Southampton,Woman,36,Adult,Female,21,2nd Class Passenger,2
"WALLIS, Mrs Catherine Jane",Died,Southampton,Woman,35,Adult,Female,,Victualling Crew,V
"WALPOLE, Mr James",Died,Belfast,Man,48,Adult,Male,,Victualling Crew,V
"WALSH, Miss Catherine",Died,Southampton,Woman,32,Adult,Female,,Victualling Crew,V
"WARD, Miss Annie Moore",Survived,Cherbourg,Woman,35,Adult,Female,512.329167,1st Class PassengerServant,1
"WARD, Mr Arthur",Died,Belfast,Man,24,Adult,Male,,Engineering Crew,E
"WARD, Mr Edward",Died,Belfast,Man,34,Adult,Male,,Victualling Crew,V
"WARD, Mr James William",Died,Southampton,Man,31,Adult,Male,,Engineering Crew,E
"WARD, Mr Percy Thomas",Died,Belfast,Man,38,Adult,Male,,Victualling Crew,V
"WARD, Mr William",Survived,Southampton,Man,36,Adult,Male,,Victualling Crew,V
"WARDNER, Mr Fred Albert",Died,Southampton,Man,39,Adult,Male,,Engineering Crew,E
"WARE, Mr Frederick",Died,Southampton,Man,34,Adult,Male,8.05,3rd Class Passenger,3
"WARE, Mr John James",Died,Southampton,Man,45,Adult,Male,21,2nd Class Passenger,2
"WARE, Mr William Jeffery",Died,Southampton,Man,23,Adult,Male,10.5,2nd Class Passenger,2
"WARE, Mrs Florence Louise",Survived,Southampton,Woman,31,Adult,Female,21,2nd Class Passenger,2
"WAREHAM, Mr Robert Arthur",Died,Belfast,Man,37,Adult,Male,,Victualling Crew,V
"WARREN, Mr Charles William",Died,Southampton,Man,30,Adult,Male,7.55,3rd Class Passenger,3
"WARREN, Mr Frank Manley",Died,Cherbourg,Man,63,Adult,Male,75.25,1st Class Passenger,1
"WARREN, Mrs Anna Sophia",Survived,Cherbourg,Woman,60,Adult,Female,75.25,1st Class Passenger,1
"WARWICK, Mr Tom",Died,Southampton,Man,25,Adult,Male,,Victualling Crew,V
"WATERIDGE, Mr Edward Lewis",Died,Southampton,Man,25,Adult,Male,,Engineering Crew,E
"WATSON, Mr Ennis Hastings",Died,Belfast,Man,19,Adult,Male,0,2nd Class PassengerH&W Guarantee Group,2
"WATSON, Mr W.",Died,Southampton,Man,27,Adult,Male,,Engineering Crew,E
"WATSON, Mr William Albert",Died,Southampton,Child,14,Child,Male,,Victualling Crew,V
"WATT, Miss Robertha Josephine",Survived,Southampton,Child,12,Child,Female,15.75,2nd Class Passenger,2
"WATT, Mrs Elizabeth",Survived,Southampton,Woman,40,Adult,Female,15.75,,2
"WATTS, Mr",Died,Southampton,Man,36,Adult,Male,,Engineering Crew,E
"WAZLI, Mr Yousif Ahmed",Died,Cherbourg,Man,23,Adult,Male,7.225,3rd Class Passenger,3
"WEATHERSTON, Mr Thomas Herbert",Died,Belfast,Man,24,Adult,Male,,Victualling Crew,V
"WEBB, Mr Brooke Holding",Died,Belfast,Man,50,Adult,Male,,Victualling Crew,V
"WEBB, Mr Samuel Francis",Died,Southampton,Man,28,Adult,Male,,Engineering Crew,E
"WEBBER, Miss Susan",Survived,Southampton,Woman,37,Adult,Female,13,2nd Class Passenger,2
"WEBBER, Mr Francis Albert",Died,Southampton,Man,31,Adult,Male,,Engineering Crew,E
"WEBBER, Mr James",Died,Southampton,Man,66,Adult,Male,8.05,3rd Class Passenger,3
"WEIKMAN, Mr Augustus Henry",Survived,Southampton,Man,52,Adult,Male,,Victualling Crew,V
"WEIR, Colonel John",Died,Southampton,Man,59,Adult,Male,26.55,1st Class Passenger,1
"WEISZ, Mr Lopold",Died,Southampton,Man,37,Adult,Male,26,2nd Class Passenger,2
"WEISZ, Mrs Mathilde Franoise",Survived,Southampton,Woman,37,Adult,Female,26,2nd Class Passenger,2
"WELCH, Mr William Harold",Died,Southampton,Man,23,Adult,Male,,Victualling Crew,V
"WELLER, Mr William Clifford",Survived,Belfast,Man,30,Adult,Male,,Deck Crew,D
"WELLS, Master Ralph Lester",Survived,Southampton,Child,2,Child,Male,23,2nd Class Passenger,2
"WELLS, Miss Joan",Survived,Southampton,Child,4,Child,Female,23,2nd Class Passenger,2
"WELLS, Mrs Addie Dart",Survived,Southampton,Woman,29,Adult,Female,23,,2
"WENNERSTRM, Mr August",Survived,Southampton,Man,27,Adult,Male,7.79583333,3rd Class Passenger,3
"WEST, Miss Barbara Joyce",Survived,Southampton,Child,0.83,Child,Female,27.75,2nd Class Passenger,2
"WEST, Miss Constance Mirium",Survived,Southampton,Child,4,Child,Female,27.75,2nd Class Passenger,2
"WEST, Mr Edwy Arthur",Died,Southampton,Man,36,Adult,Male,27.75,2nd Class Passenger,2
"WEST, Mrs Ada Mary",Survived,Southampton,Woman,33,Adult,Female,27.75,2nd Class Passenger,2
"WHEADON, Mr Edward Henry",Died,Southampton,Man,65,Adult,Male,10.5,,2
"WHEAT, Mr Joseph Thomas",Survived,Belfast,Man,30,Adult,Male,,Victualling Crew,V
"WHEELER, Mr Edwin Charles",Died,Southampton,Man,24,Adult,Male,12.875,2nd Class PassengerServant,2
"WHEELTON, Mr Edneser Edward",Survived,Belfast,Man,29,Adult,Male,,Victualling Crew,V
"WHILEMS, Mr Charles",Survived,Southampton,Man,31,Adult,Male,13,,2
"WHITE, Mr Albert",Died,Southampton,Man,21,Adult,Male,,Engineering Crew,E
"WHITE, Mr Alfred",Survived,Southampton,Man,32,Adult,Male,,Engineering Crew,E
"WHITE, Mr Arthur",Died,Southampton,Man,37,Adult,Male,,Victualling Crew,V
"WHITE, Mr Edward Joseph",Died,Southampton,Man,27,Adult,Male,,Victualling Crew,V
"WHITE, Mr Frank Leonard",Died,Southampton,Man,28,Adult,Male,,Engineering Crew,E
"WHITE, Mr Leonard Lisle Oliver",Died,Belfast,Man,31,Adult,Male,,Victualling Crew,V
"WHITE, Mr Percival Wayland",Died,Southampton,Man,54,Adult,Male,77.2875,1st Class Passenger,1
"WHITE, Mr Richard Frasar",Died,Southampton,Man,21,Adult,Male,77.2875,1st Class Passenger,1
"WHITE, Mr William George",Survived,Southampton,Man,23,Adult,Male,,Engineering Crew,E
"WHITE, Mrs Ella",Survived,Cherbourg,Woman,55,Adult,Female,135.633333,1st Class Passenger,1
"WHITELEY, Mr Thomas Arthur",Survived,Southampton,Man,18,Adult,Male,,Victualling Crew,V
"WHITFORD, Mr Alfred Henry",Died,Southampton,Man,39,Adult,Male,,Victualling Crew,V
"WICK, Col. George Dennick",Died,Southampton,Man,57,Adult,Male,164.866667,,1
"WICK, Miss Mary Natalie",Survived,Southampton,Woman,31,Adult,Female,164.866667,1st Class Passenger,1
"WICK, Mrs Mary Peebles",Survived,Southampton,Woman,45,Adult,Female,164.866667,,1
"WIDEGREN, Mr Carl / Charles Peter",Died,Southampton,Man,51,Adult,Male,7.75,3rd Class Passenger,3
"WIDENER, Mr George Dunton",Died,Southampton,Man,50,Adult,Male,211.5,1st Class Passenger,1
"WIDENER, Mr Harry Elkins",Died,Southampton,Man,27,Adult,Male,211.5,1st Class Passenger,1
"WIDENER, Mrs Eleanor",Survived,Southampton,Woman,50,Adult,Female,211.5,1st Class Passenger,1
"WIDGERY, Mr James George",Survived,Southampton,Man,37,Adult,Male,,Victualling Crew,V
"WIKLUND, Mr Jakob Alfred",Died,Southampton,Man,18,Adult,Male,6.49583333,3rd Class Passenger,3
"WIKLUND, Mr Karl Johan",Died,Southampton,Man,21,Adult,Male,6.49583333,3rd Class Passenger,3
"WILDE, Mr Henry Tingle",Died,Southampton,Man,39,Adult,Male,,Deck CrewTitanic Officers,D
"WILKES, Mrs Ellen",Survived,Southampton,Woman,47,Adult,Female,7,3rd Class Passenger,3
"WILKINSON, Mrs Elizabeth Anne",Survived,Southampton,Woman,35,Adult,Female,26,2nd Class Passenger,2
"WILLARD, Miss Constance",Survived,Southampton,Woman,21,Adult,Female,26.55,1st Class Passenger,1
"WILLER, Mr Aaron",Died,Cherbourg,Man,37,Adult,Male,8.7125,3rd Class Passenger,3
"WILLEY, Mr Edward",Died,Southampton,Man,18,Adult,Male,7.55,3rd Class Passenger,3
"WILLIAMS, Mr Arthur John",Died,Southampton,Man,42,Adult,Male,,Victualling Crew,V
"WILLIAMS, Mr Charles Duane",Died,Cherbourg,Man,51,Adult,Male,61.3791667,1st Class Passenger,1
"WILLIAMS, Mr Charles Eugene",Survived,Southampton,Man,23,Adult,Male,13,2nd Class Passenger,2
"WILLIAMS, Mr Fletcher Fellowes Lambert",Died,Southampton,Man,43,Adult,Male,35,1st Class Passenger,1
"WILLIAMS, Mr Howard Hugh Harry",Died,Southampton,Man,28,Adult,Male,8.05,,3
"WILLIAMS, Mr Leslie",Died,Southampton,Man,28,Adult,Male,16.1,3rd Class Passenger,3
"WILLIAMS, Mr Richard Norris II",Survived,Cherbourg,Man,21,Adult,Male,61.3791667,1st Class Passenger,1
"WILLIAMS, Mr Samuel Solomon",Died,Southampton,Man,26,Adult,Male,,Engineering Crew,E
"WILLIAMS, Mr Walter John",Survived,Southampton,Man,28,Adult,Male,,Victualling Crew,V
"WILLIAMSON, Mr James Bertram",Died,Southampton,Man,35,Adult,Male,,Victualling CrewPostal Clerk,V
"WILLIS, Mr William",Died,Southampton,Man,46,Adult,Male,,Victualling Crew,V
"WILLSHER, Mr William Aubrey",Died,Southampton,Man,33,Adult,Male,,Victualling Crew,V
"WILSON, Miss Helen Alice",Survived,Cherbourg,Woman,31,Adult,Female,134.5,1st Class PassengerServant,1
"WILSON, Mr Herbert 'Bertie'",Died,Belfast,Man,28,Adult,Male,,Engineering Crew,E
"WILTON, Mr William Edward",Died,Southampton,Man,53,Adult,Male,,Engineering Crew,E
"WINDEBANK, Mr Alfred Edgar",Survived,Southampton,Man,38,Adult,Male,,Victualling Crew,V
"WINDELV, Mr Einar",Died,Southampton,Man,21,Adult,Male,7.25,3rd Class Passenger,3
"WINSER, Mr Rowland",Died,Southampton,Man,33,Adult,Male,,Victualling Crew,V
"WIRZ, Mr Albert",Died,Southampton,Man,27,Adult,Male,8.6625,3rd Class Passenger,3
"WISEMAN, Mr Philippe",Died,Southampton,Man,54,Adult,Male,7.25,3rd Class Passenger,3
"WITCHER, Mr Albert Ernest",Died,Southampton,Man,39,Adult,Male,,Engineering Crew,E
"WITT, Mr Henry Dennis",Died,Southampton,Man,37,Adult,Male,,Engineering Crew,E
"WITTER, Mr James William Cheetham",Survived,Southampton,Man,31,Adult,Male,,Victualling Crew,V
"WITTEVRONGEL, Mr Camilius Aloysius",Died,Southampton,Man,36,Adult,Male,9.5,3rd Class Passenger,3
"WITTMAN, Mr Henry",Died,Southampton,Man,38,Adult,Male,,Victualling Crew,V
"WOOD, Mr Henry",Died,Southampton,Man,30,Adult,Male,,Engineering Crew,E
